gene	process	chr	function	ENSG	gene-start	gene-end	url	notes
POLG2	Replication & Transcription	17	POLG2: Acts as catalytic subunit of mitochondrial DNA polymerase	ENSG00000256525	64477785	64497036	http://www.ncbi.nlm.nih.gov/gene/11232	
MTERF1	Replication & Transcription	7	MTERF1: Mitochondrial transcription termination factor	ENSG00000127989	91692008	91880720	http://www.ncbi.nlm.nih.gov/gene/7978	Also known as MTERF
MTERF2	Replication & Transcription	12	MTERF2: Mitochondrial transcription termination factor	ENSG00000120832	106977291	106987166	http://www.ncbi.nlm.nih.gov/gene/80298	Also known as MTERFD3
MTERF3	Replication & Transcription	8	MTERF3: Mitochondrial transcription termination factor	ENSG00000156469	96239398	96261610	http://www.ncbi.nlm.nih.gov/gene/51001	Also known as MTERFD1
MTERF4	Replication & Transcription	2	MTERF4: Mitochondrial transcription termination factor	ENSG00000122085	241072169	241102332	http://www.ncbi.nlm.nih.gov/gene/130916	Also known as MTERFD2
TRMT10C	Replication & Transcription	3	TRMT10C: Cleaves the 5' terminus of mitochondrial tRNAs	ENSG00000174173	101561862	101566446	http://www.ncbi.nlm.nih.gov/gene/54931	Also known as RG9MTD1
KIAA0391	Replication & Transcription	14	KIAA0391: Human mitochondrial tRNA processing enzyme	ENSG00000100890	35121846	35277614	http://www.ncbi.nlm.nih.gov/gene/9692	
HSD17B10	Replication & Transcription	X	HSD17B10: Human mitochondrial tRNA processing enzyme	ENSG00000072506	53431258	53434373	http://www.ncbi.nlm.nih.gov/gene/3028	
ELAC2	Replication & Transcription	17	ELAC2: Endolytic processing the 3' end of tRNA	ENSG00000006744	12992391	13018187	http://www.ncbi.nlm.nih.gov/gene/60528	
TRNT1	Replication & Transcription	3	TRNT1: Mitochondrial CCA adding enzyme, adds CCA sequence to the 3' end of tRNA	ENSG00000072756	3126916	3150879	http://www.ncbi.nlm.nih.gov/gene/51095	
DGOUK	Replication & Transcription	2	DGOUK: Involved in the phosphorylation of recycled deoxyribonucleosides in mitochondria specific for guanosine, adenosine and inosine	ENSG00000114956	73926826	73958961	http://www.ncbi.nlm.nih.gov/gene/1716	Also known as DGUOK
TK2	Replication & Transcription	16	TK2: Involved in the phosphorylation of recycled deoxyribonucleosides in mitochondria specific for thymidine, cytidine and uridine	ENSG00000166548	66508003	66552544	http://www.ncbi.nlm.nih.gov/gene/7084	
NTM5	Replication & Transcription	17	NTM5: Pyrimidine 5', 3' deoxyribonucleotidase that dephosphorylates dTMP	ENSG00000205309	17303335	17347663	http://www.ncbi.nlm.nih.gov/gene/56953	Also known as NT5M
AK3	Replication & Transcription	9	AK3: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dAMP	ENSG00000147853	4709559	4742043	http://www.ncbi.nlm.nih.gov/gene/50808	
AK4	Replication & Transcription	1	AK4: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dAMP	ENSG00000162433	65147549	65232145	http://www.ncbi.nlm.nih.gov/gene/205	
CMPK2	Replication & Transcription	2	CMPK2: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dCMP	ENSG00000134326	6840570	6866635	http://www.ncbi.nlm.nih.gov/gene/129607	
NME4	Replication & Transcription	16	NME4: Shows mitochondrial nucleoside diphosphate kinase activity	ENSG00000103202	396725	410367	http://www.ncbi.nlm.nih.gov/gene/4833	
SLC25A19	Replication & Transcription	17	SLC25A19: Transports thiamine pyrophosphates into mitochondria	ENSG00000125454	75272981	75289510	http://www.ncbi.nlm.nih.gov/gene/60386	
SLC25A33	Replication & Transcription	1	SLC25A33: Mitochondrial pyrimidine nucleotide carrier	ENSG00000171612	9539482	9585179	http://www.ncbi.nlm.nih.gov/gene/84275	
SLC29A1	Replication & Transcription	6	SLC29A1: Equilibrative nucleoside transporter 1 imports recycled deoxyribonucleosides from cytoplasm into mitochondria	ENSG00000112759	44219505	44234151	http://www.ncbi.nlm.nih.gov/gene/2030	
NME3	Replication & Transcription	16	NME3: Shows mitochondrial nucleoside diphosphate kinase activity	ENSG00000103024	1770286	1771730	http://www.ncbi.nlm.nih.gov/gene/4832	
NME6	Replication & Transcription	3	NME6: Shows mitochondrial nucleoside diphosphate kinase activity	ENSG00000172113	48293264	48301685	http://www.ncbi.nlm.nih.gov/gene/10201	
TRMT11	Replication & Transcription	6	TRMT11: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000066651	125986430	126039276	http://www.ncbi.nlm.nih.gov/gene/60487	
TRMT112	Replication & Transcription	11	TRMT112: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000173113	64316460	64318084	http://www.ncbi.nlm.nih.gov/gene/51504	
DUS2L	Replication & Transcription	16	DUS2L: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000167264	67987746	68079320	http://www.ncbi.nlm.nih.gov/gene/54920	Also known as DUS2
TRMT1	Replication & Transcription	19	TRMT1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000104907	13104902	13117567	http://www.ncbi.nlm.nih.gov/gene/55621	
PUS1	Replication & Transcription	12	PUS1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000177192	131929200	131945896	http://www.ncbi.nlm.nih.gov/gene/80324	
RPUSD2	Replication & Transcription	15	RPUSD2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000166133	40569300	40574943	http://www.ncbi.nlm.nih.gov/gene/27079	
RPUSD4	Replication & Transcription	11	RPUSD4: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000165526	126202094	126211692	http://www.ncbi.nlm.nih.gov/gene/84881	
GTPBP3	Replication & Transcription	19	GTPBP3: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000130299	17334920	17342735	http://www.ncbi.nlm.nih.gov/gene/84705	
MTO1	Replication & Transcription	6	MTO1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000135297	73461578	73509236	http://www.ncbi.nlm.nih.gov/gene/25821	
TRMU	Replication & Transcription	22	TRMU: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000100416	46330875	46357340	http://www.ncbi.nlm.nih.gov/gene/55687	
QTRT1	Replication & Transcription	19	QTRT1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000213339	10701430	10713437	http://www.ncbi.nlm.nih.gov/gene/81890	
QTRTD1	Replication & Transcription	3	QTRTD1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000151576	114005833	114088422	http://www.ncbi.nlm.nih.gov/gene/79691	
TRMT5	Replication & Transcription	14	TRMT5: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000126814	60971451	60981358	http://www.ncbi.nlm.nih.gov/gene/57570	
YRDC	Replication & Transcription	1	YRDC: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000196449	37802944	37808185	http://www.ncbi.nlm.nih.gov/gene/79693	
OSGEPL1	Replication & Transcription	2	OSGEPL1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000128694	189746660	189763227	http://www.ncbi.nlm.nih.gov/gene/64172	
TRIT1	Replication & Transcription	1	TRIT1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000043514	39841022	39883511	http://www.ncbi.nlm.nih.gov/gene/54802	
CDK5RAP1	Replication & Transcription	20	CDK5RAP1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000101391	33358839	33401561	http://www.ncbi.nlm.nih.gov/gene/51654	
CDKAL1	Replication & Transcription	6	CDKAL1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000145996	20534457	21232404	http://www.ncbi.nlm.nih.gov/gene/54901	
PUS3	Replication & Transcription	11	PUS3: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000110060	125893485	125903221	http://www.ncbi.nlm.nih.gov/gene/83480	
NSUN2	Replication & Transcription	5	NSUN2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000037474	6599239	6633291	http://www.ncbi.nlm.nih.gov/gene/54888	
TRMT2B	Replication & Transcription	X	TRMT2B: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000188917	101009346	101052116	http://www.ncbi.nlm.nih.gov/gene/79979	
TRUB2	Replication & Transcription	9	TRUB2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000167112	128305161	128322742	http://www.ncbi.nlm.nih.gov/gene/26995	
TRMT6	Replication & Transcription	20	TRMT6: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000089195	5937235	5950558	http://www.ncbi.nlm.nih.gov/gene/51605	
TRMT61B	Replication & Transcription	2	TRMT61B: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000171103	28849821	28870301	http://www.ncbi.nlm.nih.gov/gene/55006	
CREB1	Replication & Transcription	2	CREB1: Promotes the transcription of mitochondrial genes	ENSG00000118260	207529737	207603431	http://www.ncbi.nlm.nih.gov/gene/1385	
SLC25A3	Replication & Transcription	12	SLC25A3: Involved in the transport of phosphate into the mitochondrial matrix	ENSG00000075415	98593591	98606379	http://www.ncbi.nlm.nih.gov/gene/5250	
MTPAP	Replication & Transcription	10	MTPAP: Involved in the polyadenylation of mitochondrial tRNAs, rRNAs and mRNAs	ENSG00000107951	30309801	30374448	http://www.ncbi.nlm.nih.gov/gene/55149	
RRM2B	Replication & Transcription	8	RRM2B: Required for the de novo deoxyribonucloetide synthesis in nonproliferating cells supplying dNTPs to mtDNA synthesis	ENSG00000048392	102204502	102239118	http://www.ncbi.nlm.nih.gov/gene/50484	
RARS2	Translation	6	RARS2: Involved in the specific attachment of arginine aminoacid to its cognate tRNA	ENSG00000146282	87514378	87590003	http://www.ncbi.nlm.nih.gov/gene/57038	
CARS2	Translation	13	CARS2: Involved in the specific attachment of cysteine aminoacid to its cognate tRNA	ENSG00000134905	110641412	110713603	http://www.ncbi.nlm.nih.gov/gene/79587	
EARS2	Translation	16	EARS2: Involved in the specific attachment of glutamic acid aminoacid to its cognate tRNA	ENSG00000103356	23522014	23557731	http://www.ncbi.nlm.nih.gov/gene/124454	
IARS2	Translation	1	IARS2: Involved in the specific attachment of isoleucine aminoacid to its cognate tRNA	ENSG00000067704	220094102	220148041	http://www.ncbi.nlm.nih.gov/gene/55699	
LARS2	Translation	3	LARS2: Involved in the specific attachment of leucine aminoacid to its cognate tRNA	ENSG00000011376	45388506	45549421	http://www.ncbi.nlm.nih.gov/gene/23395	
MARS2	Translation	2	MARS2: Involved in the specific attachment of methionine aminoacid to its cognate tRNA	ENSG00000247626	197705369	197708387	http://www.ncbi.nlm.nih.gov/gene/92935	
WARS2	Translation	1	WARS2: Involved in the specific attachment of tryptophan aminoacid to its cognate tRNA	ENSG00000116874	119031216	119140671	http://www.ncbi.nlm.nih.gov/gene/10352	
YARS2	Translation	12	YARS2: Involved in the specific attachment of tyrosine aminoacid to its cognate tRNA	ENSG00000139131	32727490	32755902	http://www.ncbi.nlm.nih.gov/gene/51067	
VARS2	Translation	6	VARS2: Involved in the specific attachment of valine aminoacid to its cognate tRNA	ENSG00000137411	30908242	30926459	http://www.ncbi.nlm.nih.gov/gene/57176	
AARS2	Translation	6	AARS2: Involved in the specific attachment of alanine aminoacid to its cognate tRNA	ENSG00000124608	44299654	44313326	http://www.ncbi.nlm.nih.gov/gene/57505	
NARS2	Translation	11	NARS2: Involved in the specific attachment of asparagine aminoacid to its cognate tRNA	ENSG00000137513	78435961	78574874	http://www.ncbi.nlm.nih.gov/gene/79731	
DARS2	Translation	1	DARS2: Involved in the specific attachment of aspartic acid aminoacid to its cognate tRNA	ENSG00000117593	173824503	173858546	http://www.ncbi.nlm.nih.gov/gene/55157	
GARS	Translation	7	GARS: Involved in the specific attachment of glycine aminoacid to its cognate tRNA	ENSG00000106105	30594681	30634033	http://www.ncbi.nlm.nih.gov/gene/2617	
HARS2	Translation	5	HARS2: Involved in the specific attachment of histidine aminoacid to its cognate tRNA	ENSG00000112855	140691426	140699291	http://www.ncbi.nlm.nih.gov/gene/23438	
KARS	Translation	16	KARS: Involved in the specific attachment of lysine aminoacid to its cognate tRNA	ENSG00000065427	75627474	75648643	http://www.ncbi.nlm.nih.gov/gene/3735	
FARS2	Translation	6	FARS2: Involved in the specific attachment of phenylalanine aminoacid to its cognate tRNA	ENSG00000145982	5261044	5771580	http://www.ncbi.nlm.nih.gov/gene/10667	
PARS2	Translation	1	PARS2: Involved in the specific attachment of proline aminoacid to its cognate tRNA	ENSG00000162396	54756898	54764514	http://www.ncbi.nlm.nih.gov/gene/25973	
SARS2	Translation	19	SARS2: Involved in the specific attachment of serine aminoacid to its cognate tRNA	ENSG00000104835	38915266	38930896	http://www.ncbi.nlm.nih.gov/gene/54938	
TARS2	Translation	1	TARS2: Involved in the specific attachment of threonine aminoacid to its cognate tRNA	ENSG00000143374	150487364	150507609	http://www.ncbi.nlm.nih.gov/gene/80222	
QRSL1	Translation	6	QRSL1: Involved in the biosynthesis of glutamyl-tRNA	ENSG00000130348	106629578	106668417	http://www.ncbi.nlm.nih.gov/gene/55278	
PET112	Translation	4	PET112: Involved in the biosynthesis of glutamyl-tRNA	ENSG00000059691	151670504	151761023	http://www.ncbi.nlm.nih.gov/gene/5188	Also known as GATB
GATC	Translation	12	GATC: Involved in the biosynthesis of glutamyl-tRNA	ENSG00000257218	120446438	120463749	http://www.ncbi.nlm.nih.gov/gene/283459	
MTFMT	Translation	15	MTFMT: Involved in the specific attachment of methionine aminoacid to its cognate tRNA	ENSG00000103707	65001512	65029639	http://www.ncbi.nlm.nih.gov/gene/123263	
TUFM	Translation	16	TUFM: Involved in the elongation and termination phases of the translation process	ENSG00000178952	28842411	28846408	http://www.ncbi.nlm.nih.gov/gene/7284	
GFM2	Translation	5	GFM2: Involved in the elongation and termination phases of the translation process may also be involved in the ribosome recycling	ENSG00000164347	74721204	74767371	http://www.ncbi.nlm.nih.gov/gene/84340	
GFM1	Translation	3	GFM1: Involved in the elongation and termination phases of the translation process	ENSG00000168827	158644278	158692575	http://www.ncbi.nlm.nih.gov/gene/85476	
TSFM	Translation	12	TSFM: Involved in the elongation and termination phases of the translation process	ENSG00000123297	57782589	57808071	http://www.ncbi.nlm.nih.gov/gene/10102	
MTRF1	Translation	13	MTRF1: Involved in the mitochondrial translation termination, may act as a release factor	ENSG00000120662	41216369	41263577	http://www.ncbi.nlm.nih.gov/gene/9617	
MTRF1L	Translation	6	MTRF1L: Involved in the mitochondrial translation termination, act as a release factor	ENSG00000112031	152987362	153002685	http://www.ncbi.nlm.nih.gov/gene/54516	
MRRF	Translation	9	MRRF: Acts as a mitochondrial ribosome recycling factor during translation process	ENSG00000148187	122264603	122331343	http://www.ncbi.nlm.nih.gov/gene/92399	
PTCD3	Translation	2	PTCD3: Associates with mitochondrial small ribosomal subunit and regulates translation	ENSG00000132300	86106182	86142157	http://www.ncbi.nlm.nih.gov/gene/55037	
MT-RNR1	Translation	MT	MT-RNR1: mitochondrially encoded 12S RNA	ENSG00000211459	648	1601	http://www.ncbi.nlm.nih.gov/gene/4549	
MT-RNR2	Translation	MT	MT-RNR2: mitochondrially encoded 16S RNA	ENSG00000210082	1671	3229	http://www.ncbi.nlm.nih.gov/gene/4550	
MT-TA	Translation	MT	MT-TA: mitochondrially encoded tRNA alanine	ENSG00000210127	5587	5655	http://www.ncbi.nlm.nih.gov/gene/4553	
MT-TC	Translation	MT	MT-TC: mitochondrially encoded tRNA cysteine	ENSG00000210140	5761	5826	http://www.ncbi.nlm.nih.gov/gene/4511	
MT-TD	Translation	MT	MT-TD: mitochondrially encoded tRNA aspartic acid	ENSG00000210154	7518	7585	http://www.ncbi.nlm.nih.gov/gene/4555	
MT-TE	Translation	MT	MT-TE: mitochondrially encoded tRNA glutamic acid	ENSG00000210194	14674	14742	http://www.ncbi.nlm.nih.gov/gene/4556	
MT-TF	Translation	MT	MT-TF: mitochondrially encoded tRNA phenylalanine	ENSG00000210049	577	647	http://www.ncbi.nlm.nih.gov/gene/4558	
MT-TG	Translation	MT	MT-TG: mitochondrially encoded tRNA glycine	ENSG00000210164	9991	10058	http://www.ncbi.nlm.nih.gov/gene/4563	
MT-TH	Translation	MT	MT-TH: mitochondrially encoded tRNA histidine	ENSG00000210176	12138	12206	http://www.ncbi.nlm.nih.gov/gene/4564	
MT-TI	Translation	MT	MT-TI: mitochondrially encoded tRNA isoleucine	ENSG00000210100	4263	4331	http://www.ncbi.nlm.nih.gov/gene/4565	
MT-TK	Translation	MT	MT-TK: mitochondrially encoded tRNA lysine	ENSG00000210156	8295	8364	http://www.ncbi.nlm.nih.gov/gene/4566	
MT-TL1	Translation	MT	MT-TL1: mitochondrially encoded tRNA leucine 1 (UUA/G)	ENSG00000209082	3230	3304	http://www.ncbi.nlm.nih.gov/gene/4567	
MT-TL2	Translation	MT	MT-TL2: mitochondrially encoded tRNA leucine 2 (CUN)	ENSG00000210191	12266	12336	http://www.ncbi.nlm.nih.gov/gene/4568	
MT-TM	Translation	MT	MT-TM: mitochondrially encoded tRNA methionine	ENSG00000210112	4402	4469	http://www.ncbi.nlm.nih.gov/gene/4569	
MT-TN	Translation	MT	MT-TN: mitochondrially encoded tRNA asparagine	ENSG00000210135	5657	5729	http://www.ncbi.nlm.nih.gov/gene/4570	
MT-TP	Translation	MT	MT-TP: mitochondrially encoded tRNA proline	ENSG00000210196	15956	16023	http://www.ncbi.nlm.nih.gov/gene/4571	
MT-TQ	Translation	MT	MT-TQ: mitochondrially encoded tRNA glutamine	ENSG00000210107	4329	4400	http://www.ncbi.nlm.nih.gov/gene/4572	
MT-TR	Translation	MT	MT-TR: mitochondrially encoded tRNA arginine	ENSG00000210174	10405	10469	http://www.ncbi.nlm.nih.gov/gene/4573	
MT-TS1	Translation	MT	MT-TS1: mitochondrially encoded tRNA serine 1 (UCN)	ENSG00000210151	7446	7514	http://www.ncbi.nlm.nih.gov/gene/4574	
MT-TS2	Translation	MT	MT-TS2: mitochondrially encoded tRNA serine 2 (AGU/C)	ENSG00000210184	12207	12265	http://www.ncbi.nlm.nih.gov/gene/4575	
MT-TT	Translation	MT	MT-TT: mitochondrially encoded tRNA threonine	ENSG00000210195	15888	15953	http://www.ncbi.nlm.nih.gov/gene/4576	
MT-TV	Translation	MT	MT-TV: mitochondrially encoded tRNA valine	ENSG00000210077	1602	1670	http://www.ncbi.nlm.nih.gov/gene/4577	
MT-TW	Translation	MT	MT-TW: mitochondrially encoded tRNA tryptophan	ENSG00000210117	5512	5579	http://www.ncbi.nlm.nih.gov/gene/4578	
MT-TY	Translation	MT	MT-TY: mitochondrially encoded tRNA tyrosine	ENSG00000210144	5826	5891	http://www.ncbi.nlm.nih.gov/gene/4579	
MRPL1	Translation	4	MRPL1: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000169288	77862520	77952790	http://www.ncbi.nlm.nih.gov/gene/65008	
MRPL2	Translation	6	MRPL2: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000112651	43054029	43059806	http://www.ncbi.nlm.nih.gov/gene/51069	
MRPL3	Translation	3	MRPL3: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000114686	131462212	131502983	http://www.ncbi.nlm.nih.gov/gene/11222	
MRPL4	Translation	19	MRPL4: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000105364	10251901	10260045	http://www.ncbi.nlm.nih.gov/gene/51073	
MRPL9	Translation	1	MRPL9: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000143436	151759643	151763564	http://www.ncbi.nlm.nih.gov/gene/65005	
MRPL10	Translation	17	MRPL10: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000159111	47823272	47831534	http://www.ncbi.nlm.nih.gov/gene/124995	
MRPL11	Translation	11	MRPL11: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000174547	66435075	66466738	http://www.ncbi.nlm.nih.gov/gene/65003	
MRPL12	Translation	17	MRPL12: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000262814	81703357	81707526	http://www.ncbi.nlm.nih.gov/gene/6182	
MRPL13	Translation	8	MRPL13: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000172172	120380761	120445402	http://www.ncbi.nlm.nih.gov/gene/28998	
MRPL14	Translation	6	MRPL14: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000180992	44113454	44127457	http://www.ncbi.nlm.nih.gov/gene/64928	
MRPL15	Translation	8	MRPL15: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000137547	54135210	54147901	http://www.ncbi.nlm.nih.gov/gene/29088	
MRPL16	Translation	11	MRPL16: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000166902	59806135	59810872	http://www.ncbi.nlm.nih.gov/gene/54948	
MRPL17	Translation	11	MRPL17: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000158042	6680782	6683401	http://www.ncbi.nlm.nih.gov/gene/63875	
MRPL18	Translation	6	MRPL18: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000112110	159789812	159798436	http://www.ncbi.nlm.nih.gov/gene/29074	
MRPL19	Translation	2	MRPL19: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000115364	75646783	75690851	http://www.ncbi.nlm.nih.gov/gene/9801	
MRPL20	Translation	1	MRPL20: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000242485	1401908	1407313	http://www.ncbi.nlm.nih.gov/gene/55052	
MRPL21	Translation	11	MRPL21: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000197345	68891276	68903835	http://www.ncbi.nlm.nih.gov/gene/219927	
MRPL22	Translation	5	MRPL22: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000082515	154941070	154969411	http://www.ncbi.nlm.nih.gov/gene/29093	
MRPL23	Translation	11	MRPL23: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000214026	1947278	1984522	http://www.ncbi.nlm.nih.gov/gene/6150	
MRPL24	Translation	1	MRPL24: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000143314	156737303	156741590	http://www.ncbi.nlm.nih.gov/gene/79590	
MRPL27	Translation	17	MRPL27: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000108826	50367857	50373214	http://www.ncbi.nlm.nih.gov/gene/51264	
MRPL28	Translation	16	MRPL28: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000086504	367384	370527	http://www.ncbi.nlm.nih.gov/gene/10573	
MRPL30	Translation	2	MRPL30: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000185414	99181079	99197626	http://www.ncbi.nlm.nih.gov/gene/51263	
MRPL32	Translation	7	MRPL32: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000106591	42932200	42948958	http://www.ncbi.nlm.nih.gov/gene/64983	
MRPL33	Translation	2	MRPL33: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000243147	27771717	27988087	http://www.ncbi.nlm.nih.gov/gene/9553	
MRPL34	Translation	19	MRPL34: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000130312	17292609	17306843	http://www.ncbi.nlm.nih.gov/gene/64981	
MRPL35	Translation	2	MRPL35: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000132313	86199355	86213794	http://www.ncbi.nlm.nih.gov/gene/51318	
MRPL36	Translation	5	MRPL36: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000171421	1798386	1801366	http://www.ncbi.nlm.nih.gov/gene/64979	
MRPL37	Translation	1	MRPL37: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000116221	54184041	54225464	http://www.ncbi.nlm.nih.gov/gene/51253	
MRPL38	Translation	17	MRPL38: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000204316	75898643	75905413	http://www.ncbi.nlm.nih.gov/gene/64978	
MRPL39	Translation	21	MRPL39: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000154719	25585656	25607517	http://www.ncbi.nlm.nih.gov/gene/54148	
MRPL40	Translation	22	MRPL40: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000185608	19431902	19436075	http://www.ncbi.nlm.nih.gov/gene/64976	
MRPL41	Translation	9	MRPL41: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000182154	137551199	137552555	http://www.ncbi.nlm.nih.gov/gene/64975	
MRPL42	Translation	12	MRPL42: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000198015	93467488	93516213	http://www.ncbi.nlm.nih.gov/gene/28977	
MRPL43	Translation	10	MRPL43: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000055950	100969458	100987515	http://www.ncbi.nlm.nih.gov/gene/84545	
MRPL44	Translation	2	MRPL44: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000135900	223957404	223967714	http://www.ncbi.nlm.nih.gov/gene/65080	
MRPL45	Translation	17	MRPL45: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000278845	38297023	38323218	http://www.ncbi.nlm.nih.gov/gene/84311	
MRPL46	Translation	15	MRPL46: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000259494	88459476	88467419	http://www.ncbi.nlm.nih.gov/gene/26589	
MRPL47	Translation	3	MRPL47: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000136522	179588285	179604654	http://www.ncbi.nlm.nih.gov/gene/57129	
MRPL48	Translation	11	MRPL48: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000175581	73787316	73865133	http://www.ncbi.nlm.nih.gov/gene/51642	
MRPL49	Translation	11	MRPL49: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000149792	65122183	65127371	http://www.ncbi.nlm.nih.gov/gene/740	
MRPL50	Translation	9	MRPL50: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000136897	101387633	101398614	http://www.ncbi.nlm.nih.gov/gene/54534	
MRPL51	Translation	12	MRPL51: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000111639	6491886	6493841	http://www.ncbi.nlm.nih.gov/gene/51258	
MRPL52	Translation	14	MRPL52: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000172590	22829879	22835037	http://www.ncbi.nlm.nih.gov/gene/122704	
MRPL53	Translation	2	MRPL53: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000204822	74471958	74473322	http://www.ncbi.nlm.nih.gov/gene/116540	
MRPL54	Translation	19	MRPL54: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000183617	3762664	3768575	http://www.ncbi.nlm.nih.gov/gene/116541	
MRPL55	Translation	1	MRPL55: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000162910	228106679	228109312	http://www.ncbi.nlm.nih.gov/gene/128308	
MRPL57	Translation	13	MRPL57: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000173141	21176645	21179084	http://www.ncbi.nlm.nih.gov/gene/78988	
MRPS10	Translation	6	MRPS10: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000048544	42206801	42217865	http://www.ncbi.nlm.nih.gov/gene/55173	
MRPS11	Translation	15	MRPS11: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000181991	88467453	88480773	http://www.ncbi.nlm.nih.gov/gene/64963	
MRPS12	Translation	19	MRPS12: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000128626	38930548	38933162	http://www.ncbi.nlm.nih.gov/gene/6183	
MRPS14	Translation	1	MRPS14: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000120333	175010789	175023425	http://www.ncbi.nlm.nih.gov/gene/63931	
